function,algo,run,error
F1,EOGWO,0,1.174952e+07
F1,EOGWO,1,4.462602e+07
F1,EOGWO,2,2.476729e+07
F1,EOGWO,3,4.016489e+07
F1,EOGWO,4,7.094766e+06
F1,EOGWO,5,2.364931e+07
F1,EOGWO,6,6.210493e+07
F1,EOGWO,7,2.368681e+07
F1,EOGWO,8,2.793541e+07
F1,EOGWO,9,1.678405e+07
F1,EOGWO,10,1.165637e+07
F1,EOGWO,11,2.019187e+07
F1,EOGWO,12,1.596913e+07
F1,EOGWO,13,1.610442e+07
F1,EOGWO,14,3.084044e+07
F1,EOGWO,15,2.736828e+07
F1,EOGWO,16,1.750505e+07
F1,EOGWO,17,2.875700e+07
F1,EOGWO,18,2.806271e+07
F1,EOGWO,19,1.265811e+07
F1,EOGWO,20,1.376484e+07
F1,EOGWO,21,1.244464e+07
F1,EOGWO,22,5.904771e+07
F1,EOGWO,23,7.074661e+07
F1,EOGWO,24,9.321798e+07
F1,EOGWO,25,5.448515e+06
F1,EOGWO,26,1.408761e+07
F1,EOGWO,27,2.195245e+07
F1,EOGWO,28,2.478763e+07
F1,EOGWO,29,1.207928e+07
F1,GWO,0,1.019624e+09
F1,GWO,1,5.577750e+08
F1,GWO,2,6.149251e+09
F1,GWO,3,7.763503e+08
F1,GWO,4,2.497220e+09
F1,GWO,5,8.236558e+08
F1,GWO,6,4.721869e+08
F1,GWO,7,1.346392e+09
F1,GWO,8,1.764239e+09
F1,GWO,9,1.536293e+09
F1,GWO,10,2.000619e+09
F1,GWO,11,7.584803e+08
F1,GWO,12,4.888128e+08
F1,GWO,13,9.180125e+08
F1,GWO,14,1.185359e+09
F1,GWO,15,4.186361e+09
F1,GWO,16,1.096062e+09
F1,GWO,17,2.281852e+09
F1,GWO,18,2.584484e+09
F1,GWO,19,1.177340e+09
F1,GWO,20,2.355629e+08
F1,GWO,21,1.377967e+08
F1,GWO,22,3.475759e+09
F1,GWO,23,1.466014e+09
F1,GWO,24,4.215938e+09
F1,GWO,25,1.194645e+09
F1,GWO,26,4.162867e+08
F1,GWO,27,1.993623e+09
F1,GWO,28,1.188146e+09
F1,GWO,29,1.451538e+09
F1,PSO,0,1.658705e+09
F1,PSO,1,1.946750e+08
F1,PSO,2,1.254838e+08
F1,PSO,3,2.994217e+08
F1,PSO,4,3.329045e+08
F1,PSO,5,9.348135e+08
F1,PSO,6,3.433355e+09
F1,PSO,7,8.868000e+09
F1,PSO,8,1.764529e+08
F1,PSO,9,4.369553e+09
F1,PSO,10,7.389095e+08
F1,PSO,11,7.507672e+08
F1,PSO,12,4.545258e+08
F1,PSO,13,2.785211e+09
F1,PSO,14,2.639435e+08
F1,PSO,15,7.097991e+08
F1,PSO,16,3.332095e+08
F1,PSO,17,2.867943e+09
F1,PSO,18,3.654409e+09
F1,PSO,19,2.283152e+09
F1,PSO,20,2.849582e+08
F1,PSO,21,7.752213e+05
F1,PSO,22,1.699318e+08
F1,PSO,23,3.280761e+08
F1,PSO,24,1.284693e+08
F1,PSO,25,3.716184e+09
F1,PSO,26,5.099300e+07
F1,PSO,27,6.999459e+08
F1,PSO,28,3.817863e+08
F1,PSO,29,3.426156e+09
F1,DE,0,1.600988e+04
F1,DE,1,9.494236e+06
F1,DE,2,1.613256e+06
F1,DE,3,2.780637e+03
F1,DE,4,1.203041e+04
F1,DE,5,5.805247e+06
F1,DE,6,3.422641e+04
F1,DE,7,3.009836e+02
F1,DE,8,3.707873e+06
F1,DE,9,1.596980e+05
F1,DE,10,1.303466e+04
F1,DE,11,4.644914e+04
F1,DE,12,1.350264e+04
F1,DE,13,8.419548e+04
F1,DE,14,1.108221e+08
F1,DE,15,2.159986e+06
F1,DE,16,7.344953e+07
F1,DE,17,2.527961e+04
F1,DE,18,5.409181e+06
F1,DE,19,6.683066e+06
F1,DE,20,1.354966e+05
F1,DE,21,3.356413e+04
F1,DE,22,1.349484e+06
F1,DE,23,3.969418e+05
F1,DE,24,2.803438e+04
F1,DE,25,2.043563e+04
F1,DE,26,8.568945e+03
F1,DE,27,8.961735e+03
F1,DE,28,1.942951e+04
F1,DE,29,1.495639e+05
F1,WOA,0,2.897981e+07
F1,WOA,1,4.206087e+08
F1,WOA,2,4.326798e+06
F1,WOA,3,2.366285e+08
F1,WOA,4,2.233655e+08
F1,WOA,5,1.472171e+07
F1,WOA,6,1.450866e+08
F1,WOA,7,3.948910e+07
F1,WOA,8,4.572650e+07
F1,WOA,9,2.764950e+08
F1,WOA,10,1.664851e+08
F1,WOA,11,4.261761e+08
F1,WOA,12,3.090249e+08
F1,WOA,13,5.242015e+07
F1,WOA,14,3.959799e+08
F1,WOA,15,8.704141e+07
F1,WOA,16,1.306109e+08
F1,WOA,17,1.040526e+08
F1,WOA,18,1.604574e+08
F1,WOA,19,6.060010e+08
F1,WOA,20,1.042811e+09
F1,WOA,21,5.476302e+07
F1,WOA,22,2.157728e+07
F1,WOA,23,5.177221e+08
F1,WOA,24,2.989805e+08
F1,WOA,25,5.398453e+07
F1,WOA,26,1.617660e+08
F1,WOA,27,7.163056e+07
F1,WOA,28,6.354234e+07
F1,WOA,29,5.162868e+07
F2,EOGWO,0,5.198355e+04
F2,EOGWO,1,4.253846e+04
F2,EOGWO,2,4.783274e+04
F2,EOGWO,3,4.261965e+04
F2,EOGWO,4,3.668444e+04
F2,EOGWO,5,3.689486e+04
F2,EOGWO,6,2.853104e+04
F2,EOGWO,7,4.174238e+04
F2,EOGWO,8,3.491481e+04
F2,EOGWO,9,3.958508e+04
F2,EOGWO,10,4.240699e+04
F2,EOGWO,11,4.447965e+04
F2,EOGWO,12,2.953900e+04
F2,EOGWO,13,2.576291e+04
F2,EOGWO,14,4.455395e+04
F2,EOGWO,15,3.924186e+04
F2,EOGWO,16,3.524131e+04
F2,EOGWO,17,4.695824e+04
F2,EOGWO,18,3.890220e+04
F2,EOGWO,19,3.921781e+04
F2,EOGWO,20,3.646861e+04
F2,EOGWO,21,2.884087e+04
F2,EOGWO,22,4.813057e+04
F2,EOGWO,23,5.068713e+04
F2,EOGWO,24,4.585190e+04
F2,EOGWO,25,2.645799e+04
F2,EOGWO,26,4.748512e+04
F2,EOGWO,27,3.101968e+04
F2,EOGWO,28,2.646189e+04
F2,EOGWO,29,4.150756e+04
F2,GWO,0,5.286426e+04
F2,GWO,1,4.691562e+04
F2,GWO,2,6.398076e+04
F2,GWO,3,4.719188e+04
F2,GWO,4,5.071500e+04
F2,GWO,5,4.704668e+04
F2,GWO,6,4.774209e+04
F2,GWO,7,5.115267e+04
F2,GWO,8,4.502069e+04
F2,GWO,9,4.909171e+04
F2,GWO,10,4.144115e+04
F2,GWO,11,5.799256e+04
F2,GWO,12,4.497699e+04
F2,GWO,13,4.120785e+04
F2,GWO,14,4.314435e+04
F2,GWO,15,3.770144e+04
F2,GWO,16,5.347553e+04
F2,GWO,17,5.760647e+04
F2,GWO,18,5.361836e+04
F2,GWO,19,5.160730e+04
F2,GWO,20,3.608685e+04
F2,GWO,21,4.222314e+04
F2,GWO,22,5.381571e+04
F2,GWO,23,3.831712e+04
F2,GWO,24,5.524619e+04
F2,GWO,25,4.141492e+04
F2,GWO,26,5.946530e+04
F2,GWO,27,4.595728e+04
F2,GWO,28,3.695023e+04
F2,GWO,29,4.559322e+04
F2,PSO,0,6.457480e+04
F2,PSO,1,2.763499e+04
F2,PSO,2,4.634160e+04
F2,PSO,3,2.966701e+04
F2,PSO,4,2.068977e+04
F2,PSO,5,2.727943e+04
F2,PSO,6,6.954256e+04
F2,PSO,7,3.461120e+04
F2,PSO,8,3.261775e+04
F2,PSO,9,6.525298e+04
F2,PSO,10,4.018618e+04
F2,PSO,11,5.723376e+04
F2,PSO,12,2.823917e+04
F2,PSO,13,2.397872e+04
F2,PSO,14,1.660957e+04
F2,PSO,15,3.912091e+04
F2,PSO,16,4.728489e+04
F2,PSO,17,2.349786e+04
F2,PSO,18,4.798639e+04
F2,PSO,19,3.818680e+04
F2,PSO,20,9.361838e+04
F2,PSO,21,3.826928e+04
F2,PSO,22,3.524715e+04
F2,PSO,23,4.381693e+04
F2,PSO,24,4.486692e+04
F2,PSO,25,3.034145e+04
F2,PSO,26,9.580553e+04
F2,PSO,27,3.110951e+04
F2,PSO,28,3.623238e+04
F2,PSO,29,7.610179e+04
F2,DE,0,5.851292e+04
F2,DE,1,5.062566e+04
F2,DE,2,5.955981e+04
F2,DE,3,5.438494e+04
F2,DE,4,6.038056e+04
F2,DE,5,4.962471e+04
F2,DE,6,4.969214e+04
F2,DE,7,4.727202e+04
F2,DE,8,5.093776e+04
F2,DE,9,5.552151e+04
F2,DE,10,4.926244e+04
F2,DE,11,7.518866e+04
F2,DE,12,5.437391e+04
F2,DE,13,3.374509e+04
F2,DE,14,4.916614e+04
F2,DE,15,4.027949e+04
F2,DE,16,7.329378e+04
F2,DE,17,4.790053e+04
F2,DE,18,7.295141e+04
F2,DE,19,4.304068e+04
F2,DE,20,4.649391e+04
F2,DE,21,2.567158e+04
F2,DE,22,7.953707e+04
F2,DE,23,5.255734e+04
F2,DE,24,4.565626e+04
F2,DE,25,4.319312e+04
F2,DE,26,8.503149e+04
F2,DE,27,3.562114e+04
F2,DE,28,4.201787e+04
F2,DE,29,2.942642e+04
F2,WOA,0,5.000514e+04
F2,WOA,1,5.393480e+04
F2,WOA,2,6.346982e+04
F2,WOA,3,4.231689e+04
F2,WOA,4,2.553926e+04
F2,WOA,5,3.599083e+04
F2,WOA,6,7.219212e+04
F2,WOA,7,6.275260e+04
F2,WOA,8,3.942899e+04
F2,WOA,9,5.065836e+04
F2,WOA,10,6.260040e+04
F2,WOA,11,3.126055e+04
F2,WOA,12,4.881765e+04
F2,WOA,13,3.468788e+04
F2,WOA,14,4.649267e+04
F2,WOA,15,4.948503e+04
F2,WOA,16,4.877600e+04
F2,WOA,17,5.305707e+04
F2,WOA,18,4.197160e+04
F2,WOA,19,3.078239e+04
F2,WOA,20,4.993079e+04
F2,WOA,21,3.673439e+04
F2,WOA,22,4.804569e+04
F2,WOA,23,3.689318e+04
F2,WOA,24,5.475833e+04
F2,WOA,25,3.113871e+04
F2,WOA,26,5.935958e+04
F2,WOA,27,3.426583e+04
F2,WOA,28,4.412268e+04
F2,WOA,29,4.737342e+04
F3,EOGWO,0,1.848333e+07
F3,EOGWO,1,1.814019e+07
F3,EOGWO,2,1.694043e+07
F3,EOGWO,3,9.013286e+06
F3,EOGWO,4,2.642455e+07
F3,EOGWO,5,1.860120e+07
F3,EOGWO,6,1.191615e+07
F3,EOGWO,7,1.889771e+07
F3,EOGWO,8,1.329881e+07
F3,EOGWO,9,1.380739e+07
F3,EOGWO,10,2.141277e+07
F3,EOGWO,11,2.787685e+07
F3,EOGWO,12,2.084768e+07
F3,EOGWO,13,1.025679e+07
F3,EOGWO,14,1.265301e+07
F3,EOGWO,15,1.616762e+07
F3,EOGWO,16,3.271286e+07
F3,EOGWO,17,9.561566e+06
F3,EOGWO,18,1.767830e+07
F3,EOGWO,19,2.122344e+07
F3,EOGWO,20,6.139639e+06
F3,EOGWO,21,6.665849e+06
F3,EOGWO,22,1.012907e+07
F3,EOGWO,23,4.584656e+07
F3,EOGWO,24,1.231408e+07
F3,EOGWO,25,1.737786e+07
F3,EOGWO,26,1.511125e+07
F3,EOGWO,27,1.927159e+07
F3,EOGWO,28,2.473688e+07
F3,EOGWO,29,1.769832e+07
F3,GWO,0,2.071665e+07
F3,GWO,1,1.275362e+07
F3,GWO,2,3.588206e+07
F3,GWO,3,4.423695e+07
F3,GWO,4,2.071139e+07
F3,GWO,5,3.486415e+07
F3,GWO,6,7.437234e+07
F3,GWO,7,2.296962e+07
F3,GWO,8,8.145741e+06
F3,GWO,9,2.464635e+07
F3,GWO,10,3.346224e+07
F3,GWO,11,1.309787e+07
F3,GWO,12,7.363577e+07
F3,GWO,13,1.759576e+07
F3,GWO,14,4.192231e+07
F3,GWO,15,1.854535e+07
F3,GWO,16,1.573875e+07
F3,GWO,17,4.606253e+07
F3,GWO,18,3.987481e+07
F3,GWO,19,9.899823e+06
F3,GWO,20,8.906886e+06
F3,GWO,21,7.543692e+06
F3,GWO,22,3.129049e+07
F3,GWO,23,1.896292e+07
F3,GWO,24,7.569583e+06
F3,GWO,25,1.452664e+07
F3,GWO,26,4.243192e+07
F3,GWO,27,8.681573e+06
F3,GWO,28,2.331351e+07
F3,GWO,29,1.295643e+07
F3,PSO,0,2.150930e+07
F3,PSO,1,2.341695e+07
F3,PSO,2,1.517669e+07
F3,PSO,3,2.944711e+07
F3,PSO,4,4.424413e+07
F3,PSO,5,2.104967e+07
F3,PSO,6,2.704585e+07
F3,PSO,7,5.979465e+07
F3,PSO,8,1.375153e+07
F3,PSO,9,3.306721e+07
F3,PSO,10,5.518067e+07
F3,PSO,11,1.575792e+07
F3,PSO,12,1.582360e+07
F3,PSO,13,2.300173e+07
F3,PSO,14,5.373346e+06
F3,PSO,15,2.933797e+07
F3,PSO,16,1.712216e+07
F3,PSO,17,1.990194e+07
F3,PSO,18,9.876741e+06
F3,PSO,19,1.399860e+07
F3,PSO,20,3.268666e+07
F3,PSO,21,2.606021e+07
F3,PSO,22,2.704937e+07
F3,PSO,23,7.837918e+06
F3,PSO,24,1.734603e+08
F3,PSO,25,1.349629e+07
F3,PSO,26,1.833306e+07
F3,PSO,27,1.531980e+07
F3,PSO,28,1.643906e+07
F3,PSO,29,1.869435e+07
F3,DE,0,5.535838e+06
F3,DE,1,2.288497e+06
F3,DE,2,1.005681e+07
F3,DE,3,4.995506e+06
F3,DE,4,7.785392e+06
F3,DE,5,5.664941e+06
F3,DE,6,7.203832e+06
F3,DE,7,9.999694e+06
F3,DE,8,5.310507e+06
F3,DE,9,4.376180e+06
F3,DE,10,8.643844e+06
F3,DE,11,7.808291e+06
F3,DE,12,6.533819e+06
F3,DE,13,4.609132e+06
F3,DE,14,6.659071e+06
F3,DE,15,5.209713e+06
F3,DE,16,5.180013e+06
F3,DE,17,1.907971e+06
F3,DE,18,6.036284e+06
F3,DE,19,1.274214e+07
F3,DE,20,2.745452e+06
F3,DE,21,6.050275e+06
F3,DE,22,6.336927e+06
F3,DE,23,7.792165e+06
F3,DE,24,6.364642e+06
F3,DE,25,9.762073e+06
F3,DE,26,1.087982e+07
F3,DE,27,8.820934e+06
F3,DE,28,1.250938e+07
F3,DE,29,6.080958e+06
F3,WOA,0,3.042407e+07
F3,WOA,1,2.002061e+07
F3,WOA,2,2.764904e+07
F3,WOA,3,4.328405e+07
F3,WOA,4,2.195988e+07
F3,WOA,5,1.928193e+07
F3,WOA,6,2.306985e+07
F3,WOA,7,3.279373e+07
F3,WOA,8,2.789800e+07
F3,WOA,9,1.467753e+07
F3,WOA,10,2.677130e+07
F3,WOA,11,3.273930e+07
F3,WOA,12,1.963608e+07
F3,WOA,13,1.784272e+07
F3,WOA,14,1.974667e+07
F3,WOA,15,2.919201e+07
F3,WOA,16,1.744166e+07
F3,WOA,17,2.194145e+07
F3,WOA,18,2.001364e+07
F3,WOA,19,2.215073e+07
F3,WOA,20,2.387600e+07
F3,WOA,21,2.052516e+07
F3,WOA,22,2.041808e+07
F3,WOA,23,3.296974e+07
F3,WOA,24,1.174168e+07
F3,WOA,25,2.551115e+07
F3,WOA,26,3.182219e+07
F3,WOA,27,2.101304e+07
F3,WOA,28,1.936603e+07
F3,WOA,29,2.121823e+07
F4,EOGWO,0,1.415133e+02
F4,EOGWO,1,1.277746e+02
F4,EOGWO,2,6.981588e+01
F4,EOGWO,3,9.861500e+01
F4,EOGWO,4,8.957634e+01
F4,EOGWO,5,1.186739e+02
F4,EOGWO,6,1.648925e+02
F4,EOGWO,7,8.727413e+01
F4,EOGWO,8,6.069135e+01
F4,EOGWO,9,1.486993e+02
F4,EOGWO,10,5.654324e+01
F4,EOGWO,11,6.355992e+01
F4,EOGWO,12,1.031453e+02
F4,EOGWO,13,7.167164e+01
F4,EOGWO,14,1.388747e+02
F4,EOGWO,15,1.675476e+02
F4,EOGWO,16,1.158274e+02
F4,EOGWO,17,7.467154e+01
F4,EOGWO,18,1.015221e+02
F4,EOGWO,19,1.149240e+02
F4,EOGWO,20,1.520527e+02
F4,EOGWO,21,1.416834e+02
F4,EOGWO,22,7.961155e+01
F4,EOGWO,23,1.329789e+02
F4,EOGWO,24,1.006705e+02
F4,EOGWO,25,6.400492e+01
F4,EOGWO,26,6.218445e+01
F4,EOGWO,27,1.152130e+02
F4,EOGWO,28,7.122153e+01
F4,EOGWO,29,7.736952e+01
F4,GWO,0,1.708261e+02
F4,GWO,1,1.740344e+02
F4,GWO,2,2.109264e+02
F4,GWO,3,1.860821e+02
F4,GWO,4,3.083383e+02
F4,GWO,5,1.039539e+02
F4,GWO,6,1.929978e+02
F4,GWO,7,4.207611e+02
F4,GWO,8,1.390361e+02
F4,GWO,9,1.927398e+02
F4,GWO,10,2.517098e+02
F4,GWO,11,1.525721e+02
F4,GWO,12,1.472925e+02
F4,GWO,13,1.741458e+02
F4,GWO,14,1.914713e+02
F4,GWO,15,1.459943e+02
F4,GWO,16,5.569222e+02
F4,GWO,17,1.658148e+02
F4,GWO,18,3.436646e+02
F4,GWO,19,2.048285e+02
F4,GWO,20,1.689762e+02
F4,GWO,21,1.523141e+02
F4,GWO,22,2.616347e+02
F4,GWO,23,1.772389e+02
F4,GWO,24,3.837065e+02
F4,GWO,25,1.766567e+02
F4,GWO,26,1.672953e+02
F4,GWO,27,4.008905e+02
F4,GWO,28,2.727966e+02
F4,GWO,29,1.276975e+02
F4,PSO,0,1.231449e+02
F4,PSO,1,4.276583e+02
F4,PSO,2,1.670812e+02
F4,PSO,3,1.219166e+02
F4,PSO,4,3.532508e+02
F4,PSO,5,1.674178e+02
F4,PSO,6,2.712672e+02
F4,PSO,7,2.684107e+02
F4,PSO,8,1.333506e+02
F4,PSO,9,3.987320e+02
F4,PSO,10,3.903215e+02
F4,PSO,11,1.744031e+02
F4,PSO,12,1.328937e+02
F4,PSO,13,4.289153e+02
F4,PSO,14,1.998031e+02
F4,PSO,15,1.229794e+02
F4,PSO,16,1.717203e+02
F4,PSO,17,2.391988e+02
F4,PSO,18,1.760945e+02
F4,PSO,19,1.681131e+02
F4,PSO,20,1.135491e+02
F4,PSO,21,1.984033e+02
F4,PSO,22,1.960578e+02
F4,PSO,23,1.135580e+02
F4,PSO,24,7.357089e+01
F4,PSO,25,5.755196e+01
F4,PSO,26,3.236637e+02
F4,PSO,27,2.300253e+02
F4,PSO,28,1.223585e+02
F4,PSO,29,8.688526e+01
F4,DE,0,5.592462e+01
F4,DE,1,3.766710e+01
F4,DE,2,6.553854e+01
F4,DE,3,4.868154e+01
F4,DE,4,7.145146e+01
F4,DE,5,5.544196e+01
F4,DE,6,5.692597e+01
F4,DE,7,8.367687e+01
F4,DE,8,6.337623e+01
F4,DE,9,3.006211e+01
F4,DE,10,5.959331e+01
F4,DE,11,7.549668e+01
F4,DE,12,5.862370e+01
F4,DE,13,6.028166e+01
F4,DE,14,1.144958e+02
F4,DE,15,1.015467e+02
F4,DE,16,8.411822e+01
F4,DE,17,5.666720e+01
F4,DE,18,8.437846e+01
F4,DE,19,1.090937e+02
F4,DE,20,6.711050e+01
F4,DE,21,8.251414e+01
F4,DE,22,1.503691e+02
F4,DE,23,9.680876e+01
F4,DE,24,1.005204e+02
F4,DE,25,7.202210e+01
F4,DE,26,5.912658e+01
F4,DE,27,5.474790e+01
F4,DE,28,1.011157e+02
F4,DE,29,1.438892e+02
F4,WOA,0,1.678575e+02
F4,WOA,1,1.975631e+02
F4,WOA,2,1.135801e+02
F4,WOA,3,2.059997e+02
F4,WOA,4,1.369312e+02
F4,WOA,5,1.702321e+02
F4,WOA,6,1.335179e+02
F4,WOA,7,2.239227e+02
F4,WOA,8,2.040426e+02
F4,WOA,9,1.522216e+02
F4,WOA,10,1.400322e+02
F4,WOA,11,2.177458e+02
F4,WOA,12,1.772422e+02
F4,WOA,13,1.315957e+02
F4,WOA,14,1.660075e+02
F4,WOA,15,1.463478e+02
F4,WOA,16,1.412355e+02
F4,WOA,17,1.317567e+02
F4,WOA,18,1.695998e+02
F4,WOA,19,1.291078e+02
F4,WOA,20,2.450077e+02
F4,WOA,21,1.051801e+02
F4,WOA,22,1.903542e+02
F4,WOA,23,2.066629e+02
F4,WOA,24,2.492540e+02
F4,WOA,25,1.601716e+02
F4,WOA,26,1.619010e+02
F4,WOA,27,2.117958e+02
F4,WOA,28,1.324905e+02
F4,WOA,29,1.447668e+02
F5,EOGWO,0,1.303435e+02
F5,EOGWO,1,1.675991e+02
F5,EOGWO,2,1.414705e+02
F5,EOGWO,3,8.100636e+01
F5,EOGWO,4,1.449318e+02
F5,EOGWO,5,1.497516e+02
F5,EOGWO,6,1.494744e+02
F5,EOGWO,7,1.586417e+02
F5,EOGWO,8,1.707666e+02
F5,EOGWO,9,9.454484e+01
F5,EOGWO,10,1.488819e+02
F5,EOGWO,11,1.162445e+02
F5,EOGWO,12,1.486509e+02
F5,EOGWO,13,1.880085e+02
F5,EOGWO,14,1.715242e+02
F5,EOGWO,15,1.707702e+02
F5,EOGWO,16,9.682607e+01
F5,EOGWO,17,1.492551e+02
F5,EOGWO,18,1.497400e+02
F5,EOGWO,19,1.633144e+02
F5,EOGWO,20,2.030985e+02
F5,EOGWO,21,1.797464e+02
F5,EOGWO,22,1.554197e+02
F5,EOGWO,23,1.137653e+02
F5,EOGWO,24,1.066001e+02
F5,EOGWO,25,1.314669e+02
F5,EOGWO,26,9.985201e+01
F5,EOGWO,27,1.381675e+02
F5,EOGWO,28,1.148924e+02
F5,EOGWO,29,1.747561e+02
F5,GWO,0,2.666333e+02
F5,GWO,1,1.363213e+02
F5,GWO,2,5.780596e+01
F5,GWO,3,2.383372e+02
F5,GWO,4,7.911826e+01
F5,GWO,5,9.394713e+01
F5,GWO,6,7.719597e+01
F5,GWO,7,1.334918e+02
F5,GWO,8,8.399039e+01
F5,GWO,9,1.489480e+02
F5,GWO,10,2.323359e+02
F5,GWO,11,2.631087e+02
F5,GWO,12,9.654860e+01
F5,GWO,13,1.102650e+02
F5,GWO,14,8.768313e+01
F5,GWO,15,1.603072e+02
F5,GWO,16,2.311481e+02
F5,GWO,17,8.573741e+01
F5,GWO,18,1.361006e+02
F5,GWO,19,2.222281e+02
F5,GWO,20,1.097117e+02
F5,GWO,21,2.350706e+02
F5,GWO,22,9.964702e+01
F5,GWO,23,2.215284e+02
F5,GWO,24,2.455313e+02
F5,GWO,25,3.796129e+01
F5,GWO,26,8.024245e+01
F5,GWO,27,1.194259e+02
F5,GWO,28,1.391652e+02
F5,GWO,29,2.367398e+02
F5,PSO,0,2.420568e+02
F5,PSO,1,1.365460e+02
F5,PSO,2,8.599718e+01
F5,PSO,3,8.105133e+01
F5,PSO,4,1.001567e+02
F5,PSO,5,8.120117e+01
F5,PSO,6,1.746656e+02
F5,PSO,7,1.287259e+02
F5,PSO,8,1.883178e+02
F5,PSO,9,2.296394e+02
F5,PSO,10,9.951247e+01
F5,PSO,11,1.301531e+02
F5,PSO,12,6.195937e+01
F5,PSO,13,6.846610e+01
F5,PSO,14,1.066073e+02
F5,PSO,15,5.887333e+01
F5,PSO,16,4.839392e+01
F5,PSO,17,1.660040e+02
F5,PSO,18,9.205565e+01
F5,PSO,19,1.897001e+02
F5,PSO,20,2.220363e+02
F5,PSO,21,1.195675e+02
F5,PSO,22,1.541985e+02
F5,PSO,23,1.583795e+02
F5,PSO,24,9.024332e+01
F5,PSO,25,1.071458e+02
F5,PSO,26,1.960053e+02
F5,PSO,27,9.986138e+01
F5,PSO,28,2.010543e+02
F5,PSO,29,1.299385e+02
F5,DE,0,2.093621e+02
F5,DE,1,2.436008e+02
F5,DE,2,1.790458e+02
F5,DE,3,1.851171e+02
F5,DE,4,2.178837e+02
F5,DE,5,1.930264e+02
F5,DE,6,1.845772e+02
F5,DE,7,2.074292e+02
F5,DE,8,2.151302e+02
F5,DE,9,2.275291e+02
F5,DE,10,2.214931e+02
F5,DE,11,2.073972e+02
F5,DE,12,1.902114e+02
F5,DE,13,2.182836e+02
F5,DE,14,2.096855e+02
F5,DE,15,2.092776e+02
F5,DE,16,1.930728e+02
F5,DE,17,1.924678e+02
F5,DE,18,2.207758e+02
F5,DE,19,2.013003e+02
F5,DE,20,1.883620e+02
F5,DE,21,2.125432e+02
F5,DE,22,2.161319e+02
F5,DE,23,2.162637e+02
F5,DE,24,2.265860e+02
F5,DE,25,1.876420e+02
F5,DE,26,1.895070e+02
F5,DE,27,2.125515e+02
F5,DE,28,1.992539e+02
F5,DE,29,2.018047e+02
F5,WOA,0,2.090262e+02
F5,WOA,1,1.202573e+02
F5,WOA,2,2.145877e+02
F5,WOA,3,2.691670e+02
F5,WOA,4,1.700325e+02
F5,WOA,5,2.235028e+02
F5,WOA,6,1.773203e+02
F5,WOA,7,1.974103e+02
F5,WOA,8,2.754062e+02
F5,WOA,9,3.436789e+02
F5,WOA,10,1.954214e+02
F5,WOA,11,2.092702e+02
F5,WOA,12,1.603203e+02
F5,WOA,13,3.169213e+02
F5,WOA,14,2.143307e+02
F5,WOA,15,2.329410e+02
F5,WOA,16,1.516245e+02
F5,WOA,17,1.737930e+02
F5,WOA,18,1.770723e+02
F5,WOA,19,1.748206e+02
F5,WOA,20,1.979720e+02
F5,WOA,21,1.736823e+02
F5,WOA,22,2.076261e+02
F5,WOA,23,1.631945e+02
F5,WOA,24,2.656384e+02
F5,WOA,25,2.014060e+02
F5,WOA,26,2.102057e+02
F5,WOA,27,1.931675e+02
F5,WOA,28,1.863803e+02
F5,WOA,29,2.462655e+02
F6,EOGWO,0,3.781586e-01
F6,EOGWO,1,8.499845e-01
